Area,Perimeter,MajorAxisLength,Eccentricity,EquivDiameter,Solidity,roundness,Compactness,ShapeFactor1,Class
61076,957.031,333.4937704,0.711970338,278.8626516,0.98527158,0.837969939,0.836185489,0.005460308,1
29702,631.176,226.4472203,0.672635329,194.4678918,0.988320634,0.936902945,0.858778004,0.007623972,2
145285,1440.991,524.9567463,0.740021669,430.0960442,0.990293711,0.879241351,0.819298061,0.003613289,2
36988,697.873,242.5012245,0.59725651,217.0128666,0.991316467,0.954372508,0.8948939,0.006556213,5
80724,1071.17,416.3012603,0.804000203,320.5947426,0.992548875,0.884088489,0.770102743,0.005157094,1
57134,948.593,371.0183606,0.845845112,269.7133073,0.986633971,0.797893016,0.72695407,0.006493828,4
69900,1013.617,397.2660549,0.822456587,298.3277462,0.986674948,0.854947149,0.75095202,0.005683348,4
28157,628.77,233.6673957,0.749823596,189.3425622,0.988762861,0.894978536,0.810308009,0.008298732,2
61170,983.061,391.1900894,0.860274939,279.0771631,0.987010891,0.79540334,0.713405504,0.00639513,4
46154,812.216,298.7993042,0.750006889,242.4151356,0.987420307,0.879176617,0.811297524,0.006473963,3
56932,952.347,375.4934805,0.854464294,269.236093,0.984624963,0.788816286,0.717019354,0.006595473,4
33374,664.992,237.1469249,0.653640001,206.1385373,0.990208877,0.948386327,0.869243982,0.007105739,2
55300,930.782,379.6827557,0.871902144,265.3491037,0.9875,0.802119442,0.698870569,0.006865873,4
66358,981.292,376.3855561,0.798525438,290.6709991,0.982397442,0.865977555,0.772269271,0.005672045,4
33702,678.75,245.952983,0.701533464,207.1490264,0.988618363,0.919275854,0.842230185,0.007297875,2
31682,646.721,210.0456816,0.402841974,200.8451524,0.989258727,0.951893863,0.956197485,0.006629811,5
31335,635.011,216.7900923,0.52758671,199.7422367,0.991645305,0.976510834,0.921362386,0.006918465,5
46906,819.195,312.0050158,0.786702019,244.3820249,0.990413851,0.878342055,0.783263129,0.006651708,3
62278,995.754,404.3694213,0.873101348,281.5933457,0.988131882,0.789296909,0.696376459,0.006492974,4
37808,736.267,281.5460568,0.78836212,219.4051975,0.973880789,0.876441427,0.779287055,0.007446732,2
25148,585.498,207.3732686,0.661687716,178.9397331,0.988794086,0.92185472,0.862887171,0.008246114,2
36718,727.659,271.1585016,0.770569578,216.2193553,0.984792812,0.871431132,0.797391024,0.007384893,4
45524,799.609,299.969982,0.763671505,240.754973,0.989695204,0.894736041,0.802596885,0.006589271,3
41732,793.483,268.5409336,0.674321466,230.5099405,0.983850815,0.832920995,0.858379158,0.006434892,2
52502,895.985,349.7622227,0.834634044,258.5490719,0.986008601,0.821834244,0.739213829,0.006661884,4
42041,776.552,287.8691487,0.762131268,231.3617594,0.988362799,0.876076068,0.803704601,0.006847343,3
37393,699.759,237.2305761,0.531625954,218.1977229,0.990516808,0.959628611,0.919770657,0.006344251,5
53866,961.806,387.1179249,0.888120295,261.8860846,0.983171497,0.731727921,0.676502088,0.007186684,4
44978,794.94,293.8469627,0.745413985,239.3068496,0.985322468,0.894419591,0.814392796,0.006533126,3
33685,697.902,266.4420075,0.794282173,207.0967746,0.986672525,0.869075546,0.777267731,0.007909812,2
31675,653.568,233.5736375,0.671232695,200.8229633,0.98953452,0.931847678,0.859784372,0.007374069,2
66874,1024.488,408.2395189,0.858211215,291.7989399,0.985223272,0.800669736,0.714773868,0.006104607,4
171028,1553.271,564.123032,0.726349373,466.6472038,0.990846311,0.890804933,0.827208211,0.003298425,2
71992,1052.401,376.4976777,0.76157691,302.7590813,0.982450394,0.816829847,0.804145946,0.005229715,1
39704,746.441,281.019252,0.766993298,224.8392823,0.988645418,0.895474358,0.800084979,0.007077857,2
53164,918.957,387.9886115,0.891941221,260.173994,0.989908018,0.791110471,0.670571213,0.007297957,4
60950,993.724,404.9700226,0.880022565,278.5748557,0.989126907,0.775625388,0.687890066,0.006644299,4
57271,990.081,355.8043692,0.815269045,270.0364827,0.972987207,0.734181062,0.758946506,0.006212645,1
37851,726.205,263.247378,0.712546546,219.5299296,0.986242476,0.901921526,0.833930166,0.006954833,3
42373,836.822,333.0176345,0.872455123,232.2735009,0.984296964,0.760383875,0.697481085,0.007859194,4
69856,1020.927,366.0105966,0.746824392,298.2338372,0.984414194,0.842217379,0.814822959,0.005239501,1
38284,716.131,250.4616552,0.626678306,220.7820254,0.989404042,0.938085069,0.881500305,0.006542202,5
26813,594.891,210.7330502,0.636723133,184.7684278,0.988716398,0.952095418,0.876789035,0.007859361,2
25757,604.185,237.5441197,0.813336518,181.0934316,0.990196832,0.886676634,0.762357038,0.009222507,2
45094,815.759,317.137942,0.818223869,239.6152416,0.989923825,0.851539654,0.755555265,0.007032819,3
55505,942.35,376.8615487,0.8651296,265.8404802,0.988336895,0.785448114,0.705406219,0.006789686,4
32279,670.977,250.8205643,0.755995254,202.7286345,0.988273835,0.900979001,0.808261616,0.007770395,2
25401,596.589,229.0656383,0.786248038,179.8375869,0.986638182,0.89683014,0.785091942,0.009017977,2
42136,766.373,284.2758006,0.742315242,231.6230158,0.986953365,0.901535386,0.81478274,0.006746625,3
39998,720.425,251.3019462,0.59025779,225.6701915,0.992604725,0.968435252,0.898004153,0.006282863,5
44141,765.323,271.778025,0.647377176,237.0697508,0.991598338,0.947027306,0.87229183,0.006157043,5
83175,1111.879,400.1873429,0.746712517,325.4254126,0.984191407,0.845449395,0.813182671,0.00481139,1
57222,918.039,359.1075928,0.820842283,269.9209388,0.978321081,0.853199583,0.751643642,0.006275691,3
36156,687.239,238.8677906,0.58877486,214.5582648,0.991634898,0.961999059,0.898230206,0.006606588,5
40120,762.206,281.6828655,0.76285194,226.0140937,0.982899701,0.867812821,0.802370756,0.007021009,3
42670,773.906,289.5011372,0.759134219,233.0861029,0.987388638,0.895274221,0.805130181,0.006784653,3
152869,1475.473,537.207402,0.733039629,441.1789387,0.990912096,0.882402552,0.821245085,0.003514168,2
44385,768.664,255.6372875,0.499338424,237.7240779,0.98908078,0.944002197,0.929927243,0.005759542,5
35240,697.995,251.5585481,0.703788679,211.8229486,0.989331836,0.9089524,0.84204234,0.007138438,2
23090,558.141,209.5732133,0.74203322,171.4616607,0.99034956,0.931420827,0.818146833,0.009076363,2
68843,1102.682,371.9794475,0.772208566,296.0635573,0.976413355,0.71149046,0.795913751,0.005403301,1
59189,956.133,396.8444772,0.876395378,274.5209927,0.990262836,0.813606203,0.69175964,0.0067047,4
60942,1020.605,413.9702693,0.891115115,278.556573,0.986691276,0.735209624,0.672890286,0.006792857,4
32094,663.532,251.6524786,0.762803308,202.1468524,0.990311034,0.916030571,0.803277812,0.007841107,2
42453,742.904,258.356186,0.585133318,232.4926631,0.992449037,0.9666135,0.899891993,0.006085699,5
72624,1060.242,425.2045833,0.857448142,304.0851011,0.986015695,0.8118579,0.715150102,0.005854877,4
39699,742.497,281.8956665,0.770605289,224.8251247,0.991310211,0.904898826,0.797547289,0.007100825,2
45756,805.962,300.8542435,0.762576633,241.3676627,0.983428977,0.885174274,0.802274417,0.006575187,3
34374,693.396,262.7596271,0.770322495,209.2040538,0.987531602,0.898415576,0.796180357,0.007644139,2
32143,658.745,243.5473137,0.723133032,202.301109,0.990386689,0.930811218,0.830643976,0.007576994,2
64214,1087.234,373.9952469,0.809571451,285.9367135,0.968171881,0.682642837,0.764546384,0.005824201,1
66107,1108.565,367.6165951,0.778710167,290.1207448,0.975561885,0.675981775,0.78919382,0.005560933,1
50181,846.314,307.4656482,0.733460291,252.7695266,0.989899986,0.880412349,0.822106561,0.006127133,3
86338,1143.59,447.340553,0.833377903,331.5553586,0.989241152,0.829604597,0.741169913,0.005181271,4
73909,1094.529,404.1282392,0.815975293,306.763527,0.985243148,0.775269403,0.759074713,0.005467916,1
27058,613.873,223.252567,0.721273038,185.6106559,0.986330332,0.902294878,0.831393154,0.008250889,2
49354,802.838,282.13013,0.612329123,250.6780096,0.992040201,0.962224432,0.888519101,0.005716459,5
55720,922.19,372.6116826,0.853706089,266.3548525,0.978591124,0.823341781,0.714832263,0.006687216,4
33341,681.437,260.2936874,0.777854692,206.0365979,0.989787739,0.902271135,0.79155434,0.007807015,2
52086,919.908,377.754574,0.883745756,257.522727,0.980368537,0.773467516,0.681719679,0.007252516,4
153075,1456.617,522.3663458,0.696565119,441.476096,0.991835941,0.906616009,0.845146514,0.003412486,2
39028,733.184,272.167639,0.739520281,222.9170091,0.987925579,0.912347324,0.819043035,0.006973651,3
67412,1052.897,377.4220072,0.796126315,292.9703469,0.983743397,0.764144162,0.776240763,0.005598736,1
34461,675.775,246.7254393,0.691799925,209.4686324,0.993370038,0.948273245,0.84899487,0.007159555,5
22777,563.861,204.878906,0.721778845,170.2955581,0.987256729,0.90024822,0.831201032,0.008994991,2
26529,600.701,222.451411,0.72876721,183.7873007,0.987971101,0.923876741,0.826190762,0.008385217,2
29529,626.727,226.7241395,0.677506167,193.9007234,0.991138858,0.944717138,0.855227519,0.007678016,2
52921,901.041,364.5229899,0.860826806,259.5787163,0.986595824,0.819122395,0.712105199,0.006888059,4
57641,938.653,333.5431815,0.74132981,270.9073653,0.974142739,0.822112451,0.812210773,0.005786561,1
41130,751.167,278.9962563,0.739546771,228.8413041,0.99082171,0.916000209,0.820230734,0.006783279,3
183243,1653.91,621.0828564,0.790418086,483.0240511,0.97896677,0.841808896,0.777712742,0.003389395,2
64871,959.372,357.7626293,0.76314356,287.3957594,0.990245764,0.885699457,0.803314085,0.005514986,1
33785,688.946,263.5970701,0.784526505,207.4039489,0.987115059,0.894465144,0.786821905,0.007802192,2
57779,949.15,329.2330424,0.733175547,271.2314651,0.981417628,0.805953863,0.823828201,0.005698144,1
45511,795.194,305.4453825,0.781050033,240.7205951,0.991589864,0.904440608,0.788097018,0.006711463,3
46318,814.578,308.2402148,0.78224882,242.8454431,0.989848909,0.877191287,0.787844776,0.006654869,3
49949,823.828,299.1147955,0.702357943,252.1845396,0.990108627,0.924833526,0.84310286,0.005988404,5
35363,693.308,247.6217738,0.677594516,212.1922949,0.989423911,0.924499205,0.856920988,0.007002284,2
54982,916.327,373.1166089,0.863216602,264.5850651,0.989810614,0.822866592,0.709121649,0.006786159,4
67012,1010.404,382.8597507,0.810961859,292.0998603,0.985354664,0.82484497,0.762942199,0.005713301,1
29208,628.934,227.548644,0.694720877,192.8439281,0.987290427,0.927900775,0.847484409,0.007790627,2
44005,786.321,286.3610421,0.72576749,236.7042589,0.987544883,0.894359533,0.826593789,0.006507466,3
50769,845.587,323.4701551,0.78458359,254.2461375,0.988281326,0.892260933,0.785995658,0.006371411,3
47899,825.844,317.3425191,0.790691234,246.955261,0.978889071,0.882551942,0.778197834,0.006625243,3
43255,787.245,297.6927946,0.782304595,234.6784534,0.986813588,0.87705405,0.788324265,0.006882275,3
76545,1087.242,423.8147902,0.83850613,312.1860358,0.983868895,0.813718612,0.736609583,0.005536806,1
45163,798.896,299.1589708,0.764010636,239.7984937,0.987493167,0.889226002,0.801575473,0.006623984,3
52461,899.967,370.1090198,0.87177577,258.4480988,0.988543217,0.813941625,0.698302622,0.007054936,4
36265,684.137,240.9473325,0.604745261,214.8814373,0.993180698,0.973669101,0.891819117,0.006644074,5
57351,952.862,329.4250151,0.736752608,270.2250194,0.984025943,0.793762986,0.820292956,0.005744015,1
52784,914.54,383.4384506,0.88864556,259.2425045,0.990411859,0.793061289,0.676099395,0.007264293,4
35067,703.858,269.9767742,0.789146501,211.3023689,0.989307679,0.889484481,0.782668693,0.007698884,2
31994,654.535,212.1713961,0.421302377,201.8316774,0.987743509,0.938453277,0.951267141,0.0066316,5
36461,695.283,239.6298858,0.586887217,215.4613354,0.989577962,0.947796756,0.899142169,0.006572225,5
75771,1052.188,408.7137722,0.813334742,310.6036599,0.988081111,0.860054939,0.759953985,0.005394066,4
38091,716.472,247.0380998,0.603715212,220.2248113,0.989094025,0.932467691,0.891460918,0.006485472,5
42418,780.397,288.3388968,0.757674189,232.3968051,0.987475556,0.87524345,0.805984928,0.00679756,3
36374,702.404,261.1393907,0.732077662,215.2041245,0.989580216,0.926460642,0.824096755,0.007179287,2
43187,768.92,287.5090596,0.744730969,234.4939151,0.990891153,0.917911025,0.815605308,0.006657306,3
187588,1654.357,593.1580854,0.729228705,488.7171572,0.987565149,0.861303973,0.823923958,0.003162026,2
145339,1465.758,543.2584514,0.776272521,430.1759665,0.986981855,0.850095046,0.791844039,0.003737871,2
49753,812.08,273.5577319,0.529931999,251.6892669,0.991372096,0.948050578,0.92005905,0.005498316,5
54165,947.34,391.3020017,0.890123957,262.6119189,0.982959495,0.758432371,0.671123372,0.007224259,4
73431,1036.849,387.1660049,0.778214689,305.7699348,0.985042792,0.858337882,0.789764419,0.005272514,4
51494,864.097,325.3516274,0.782415889,256.0550666,0.988767065,0.866645523,0.787010253,0.006318243,3
26611,596.977,215.0029413,0.678466775,184.0711208,0.988521545,0.938330559,0.856133036,0.008079476,2
69589,994.969,376.5211208,0.776442343,297.6633445,0.987344107,0.883347044,0.790562144,0.005410641,4
34333,665.686,229.2148642,0.553693873,209.0792512,0.99251272,0.973604944,0.912153982,0.006676226,5
171620,1583.298,566.1217778,0.725019858,467.4541375,0.98239227,0.860304977,0.825713046,0.003298693,2
30735,643.76,232.2038524,0.685901179,197.8206698,0.989791318,0.931955348,0.851926735,0.00755503,2
79295,1067.768,409.3083968,0.79545896,317.7444409,0.987755051,0.873980745,0.776295926,0.005161844,4
52881,899.466,375.8818235,0.878459308,259.4805973,0.991841098,0.821372239,0.69032494,0.00710807,4
67237,1016.057,409.9005074,0.858573506,292.5898277,0.98950699,0.818430955,0.713806942,0.006096353,4
41556,774.665,275.4594852,0.70881688,230.0233521,0.983062074,0.870193294,0.8350533,0.006628633,3
39509,734.501,272.7411251,0.73586697,224.2864712,0.988688972,0.920282405,0.822341959,0.006903266,2
34486,688.958,253.0245276,0.726961617,209.5445989,0.988534082,0.912992465,0.828159234,0.007337022,2
27262,667.055,234.9685608,0.7729031,186.3090349,0.967835842,0.769917675,0.792910482,0.008618904,2
80759,1236.831,415.8544334,0.802408598,320.6642362,0.977439696,0.663407035,0.771097313,0.005149326,1
65123,1014.245,402.33864,0.856427049,287.9534318,0.988284392,0.795533572,0.715699173,0.006178134,4
153971,1476.91,543.4833657,0.744416235,442.7662656,0.990740622,0.887034951,0.814682276,0.003529777,2
50405,849.668,323.2175559,0.786016953,253.3330599,0.986032591,0.8773744,0.783784963,0.006412411,3
82399,1095.949,425.5856627,0.81085021,323.9037901,0.979226829,0.862087039,0.761077777,0.005164937,4
50459,834.999,286.901135,0.622807804,253.4687243,0.988713628,0.909445321,0.883470622,0.005685827,5
66910,996.008,355.7803779,0.738393969,291.8774708,0.987616053,0.847569345,0.820386645,0.005317298,1
30329,647.174,245.1549656,0.765252264,196.5097508,0.989752962,0.909967397,0.80157361,0.008083187,2
64474,983.303,381.6531652,0.823000671,286.5150021,0.988243589,0.837953174,0.750720885,0.005919489,4
54421,925.405,375.7703136,0.866966179,263.2317786,0.986978364,0.798569462,0.700512438,0.006904877,4
87911,1153.126,442.2787184,0.816017134,334.5620445,0.976582721,0.830805868,0.756450696,0.005030983,4
76106,1067.897,424.8176138,0.841323947,311.2895257,0.990280145,0.838629293,0.732760403,0.00558192,4
85680,1136.21,458.7874209,0.851600315,330.2895157,0.98385504,0.834011631,0.719918421,0.005354662,4
35322,697.666,259.1475488,0.741604218,212.069251,0.989134696,0.911926913,0.818334003,0.007336718,2
78951,1107.357,432.4657715,0.837816244,317.0544674,0.978193803,0.809081346,0.733131934,0.005477648,4
48212,826.362,309.6394622,0.765357,247.760822,0.988416672,0.887205725,0.800159063,0.006422456,3
29124,644.032,252.6723403,0.813149346,192.5664262,0.989367123,0.882360368,0.762119138,0.008675743,2
53367,912.246,376.3529861,0.876488288,260.6702415,0.988094797,0.805858365,0.692621691,0.007052167,4
37928,703.265,241.1531535,0.554496067,219.7531102,0.991944764,0.963677675,0.911259534,0.006358183,5
70854,1063.859,442.2777824,0.88676018,300.3566458,0.992797893,0.786694462,0.679113123,0.0062421,4
43528,777.324,287.1108126,0.737541494,235.4178645,0.989655094,0.905262277,0.819954715,0.006596003,3
74172,1096.388,400.5306373,0.807397059,307.3088406,0.983296214,0.775391983,0.767254267,0.005400025,1
52384,874.216,328.0692734,0.78141658,258.2583596,0.986999284,0.861332869,0.78720679,0.006262776,3
40693,770.418,290.2484929,0.786564725,227.6223557,0.988317871,0.861542548,0.784232688,0.007132639,3
83492,1168.303,425.0382554,0.806887939,326.0449602,0.978104755,0.768676749,0.767095564,0.005090766,1
63716,979.012,373.0874676,0.810215919,284.8257903,0.98816669,0.835376661,0.763428995,0.005855475,4
45005,837.605,341.7588229,0.866883702,239.3786659,0.982491759,0.806105915,0.700431561,0.007593797,4
71881,1073.977,376.0912027,0.761102987,302.5255885,0.980453938,0.783130274,0.804394217,0.005232136,1
66873,1002.723,381.9451177,0.806183903,291.7967582,0.968275802,0.835792976,0.76397562,0.0057115,4
33993,669.092,219.7505747,0.442251584,208.0414186,0.991078457,0.954174231,0.946716153,0.006464583,5
56437,927.722,377.4111213,0.862068054,268.0630899,0.986798853,0.824020608,0.710268126,0.006687299,4
32622,657.009,235.2708698,0.658024288,203.802896,0.991489879,0.949681133,0.866247896,0.007212031,5
38554,702.846,244.6156834,0.570438109,221.5591962,0.993250206,0.980751434,0.905744035,0.006344755,5
51977,917.804,383.5462639,0.890836061,257.2531279,0.987742769,0.775391759,0.670722549,0.007379154,4
203101,1734.279,650.4675322,0.785785139,508.5235735,0.985740564,0.848562812,0.781781639,0.00320268,2
51877,878.699,343.8191404,0.823619554,257.0055405,0.977649209,0.844314899,0.747502132,0.006627583,3
96343,1198.882,464.9524414,0.821727642,350.2395144,0.990449461,0.842320073,0.7532803,0.004826012,4
41637,754.847,279.4591949,0.731730405,230.2474211,0.988744034,0.918272181,0.823903544,0.006711799,3
59664,982.497,410.2849482,0.891801038,275.6203262,0.989009896,0.776711551,0.671777815,0.006876591,4
168165,1588.556,614.8503149,0.821522035,462.7248946,0.987034407,0.837414386,0.752581374,0.003656232,2
70263,1021.678,392.8862427,0.808658622,299.101371,0.978797799,0.845879441,0.761292554,0.005591652,4
37918,701.991,234.7831509,0.480593155,219.7241385,0.990828085,0.966923684,0.93585991,0.006191865,5
40055,723.478,244.8988107,0.524774955,225.8309323,0.991779533,0.961647576,0.922139767,0.006114063,5
52313,896.732,352.4820889,0.843549607,258.0832817,0.985457285,0.817512034,0.732188358,0.006737944,4
30287,646.141,242.6682283,0.755191373,196.373639,0.988511374,0.911615126,0.809226821,0.00801229,2
31628,669.98,256.5902109,0.789850531,200.6739154,0.988189714,0.885437512,0.782079389,0.008112755,2
35086,689.535,255.0924527,0.725848626,211.3596051,0.990710151,0.92732313,0.828560794,0.007270491,2
81059,1095.035,428.1097552,0.823983257,321.2592789,0.98928445,0.849483807,0.750413358,0.005281459,4
42619,793.846,297.9997164,0.788440022,232.9467668,0.987716981,0.84984671,0.781701304,0.00699218,3
42293,775.769,290.6994621,0.769102925,232.0541318,0.989124842,0.88310738,0.798261304,0.006873465,3
161008,1496.088,505.5965214,0.590971969,452.7711923,0.987664015,0.903947151,0.895518804,0.003140195,2
38130,732.24,279.2929237,0.782045646,220.3375225,0.989644164,0.893654755,0.788911941,0.007324755,2
48863,833.196,318.0781757,0.787136616,249.4279533,0.989951174,0.884495523,0.784171856,0.006509592,3
51260,862.629,329.7863385,0.797865767,255.472619,0.988049345,0.865646061,0.774661013,0.0064336,3
94198,1183.792,456.7018734,0.809285557,346.3186663,0.972647578,0.844696597,0.758303582,0.004848318,4
150169,1496.077,562.8234368,0.793121922,437.2654905,0.988142475,0.843106155,0.776914147,0.003747934,2
39463,756.557,293.6881473,0.811793262,224.1558658,0.987340189,0.866396429,0.763244509,0.007442114,3
35086,690.369,257.8885007,0.739345371,211.3596051,0.990458446,0.925083978,0.819577471,0.007350182,2
39428,744.798,275.5565663,0.747623561,224.056441,0.988542058,0.893177159,0.81310507,0.006988855,3
43314,783.459,284.0434072,0.723507386,234.8384501,0.980931244,0.886759007,0.826769586,0.006557774,3
39603,743.722,286.0540116,0.786144602,224.5531244,0.989283573,0.899739305,0.785002536,0.007223039,2
43099,815.39,328.2340777,0.85797668,234.254885,0.986021505,0.814603545,0.713682402,0.007615817,4
70586,1012.847,382.0235892,0.785276235,299.7880693,0.985480133,0.864650792,0.784737063,0.005412172,4
35436,705.427,268.7066041,0.779544208,212.4111968,0.988451883,0.894850326,0.790494888,0.007582871,2
39277,720.153,256.9960951,0.651966573,223.6269876,0.991868482,0.951696834,0.870157142,0.00654317,5
42083,747.056,251.0090151,0.523928276,231.4772986,0.990374659,0.947567681,0.922187191,0.005964618,5
38172,712.28,255.3327747,0.665651159,220.4588395,0.991841189,0.94548203,0.86341771,0.006689007,5
21636,545.616,191.6489167,0.660183685,165.9753319,0.983767562,0.913298285,0.866038456,0.008857872,2
26679,607.882,226.4619404,0.747976554,184.3061524,0.987416263,0.907278969,0.813850451,0.008488397,2
47735,795.626,273.7960664,0.582926871,246.5321271,0.99156644,0.947608303,0.900422458,0.005735751,5
56915,935.831,380.9322352,0.859259019,269.1958928,0.971030318,0.816660875,0.706676589,0.006693002,4
27740,628.02,226.9172302,0.726038868,187.935268,0.984455959,0.883831288,0.828210656,0.008180145,2
81584,1103.915,381.6111683,0.694837323,322.29796,0.986553159,0.84128586,0.844571613,0.004677525,1
157188,1515.306,587.4231566,0.812047665,447.3678325,0.990628643,0.860257696,0.761576774,0.003737074,2
158140,1564.995,536.7652652,0.709228037,448.7205161,0.982297037,0.811382599,0.835971597,0.003394241,2
35019,718.575,280.6930998,0.821325699,211.1577032,0.981364197,0.852254685,0.752272512,0.008015452,2
43877,783.733,297.353506,0.772811977,236.3597502,0.989357144,0.897657208,0.794877966,0.006776979,3
44906,792.367,304.5003544,0.785763318,239.1152337,0.990537113,0.898796714,0.78527079,0.006780839,3
37092,706.388,238.3472402,0.554118968,217.3177425,0.989331057,0.934121761,0.911769493,0.00642584,5
32368,675.385,221.6580649,0.542701939,203.0079249,0.986648784,0.891708502,0.915860765,0.006848062,5
46915,823.512,311.1677016,0.783270085,244.4054689,0.985505724,0.869324102,0.785446136,0.006632584,3
46827,808.608,300.9674735,0.750329038,244.1761417,0.990104662,0.89997435,0.811304088,0.006427221,3
61570,1001.035,372.7920342,0.824134605,279.9881404,0.982400715,0.772112339,0.751057197,0.006054767,1
68120,1010.368,368.9500199,0.769894651,294.504801,0.984649186,0.838542999,0.798224109,0.005416178,1
29518,639.648,242.6871698,0.768922286,193.8646045,0.990038571,0.906597881,0.798825107,0.008221667,2
25940,600.063,225.86061,0.761012287,181.7356151,0.987738938,0.905286696,0.804636165,0.00870704,2
44358,785.631,288.3032752,0.730225088,237.6517615,0.987972738,0.903118205,0.824311695,0.006499465,3
